COUNTRYNEW,Help,friends,comfort,science,EMP_2010,Age,Gender,Education,Subjective_Income,wbi,employment,help
Russia,0,Sought Friends,1,No Belief,4,20,Female,Secondary,Difficult to Get By,Upper-middle Income,Unemployed,Did not seek therapy
Russia,0,Sought Friends,1,Belief,6,43,Male,Secondary,Living Comfortably,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,0,Sought Friends,1,Belief,1,43,Female,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Did Not seek Friends,1,Belief,5,36,Female,Tertiary,No Answer,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Russia,0,Did Not seek Friends,0,Belief,6,50,Female,Secondary,Getting By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,0,Sought Friends,1,No Belief,6,31,Female,Secondary,Difficult to Get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,0,Sought Friends,0,No Belief,1,59,Male,Secondary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,1,No Belief,1,34,Male,Tertiary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,0,Belief,6,60,Female,Secondary,Difficult to Get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,1,Sought Friends,0,No Belief,6,85,Female,Secondary,Living Comfortably,Upper-middle Income,Out of Workforce,Sought Therapy
Russia,0,Sought Friends,0,No Belief,1,30,Female,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,0,Belief,1,26,Female,Tertiary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,0,No Belief,6,33,Female,Secondary,Difficult to Get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,1,Sought Friends,0,No Belief,1,35,Female,Tertiary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Sought Therapy
Russia,0,Sought Friends,0,No Belief,1,45,Female,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,1,Sought Friends,1,Belief,1,30,Female,Tertiary,Living Comfortably,Upper-middle Income,Fully Employed by employer,Sought Therapy
Russia,1,Sought Friends,0,No Belief,6,20,Female,Secondary,Getting By,Upper-middle Income,Out of Workforce,Sought Therapy
Russia,0,Did Not seek Friends,1,No Belief,1,19,Female,Elementary or less,Living Comfortably,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,0,Belief,6,34,Female,Tertiary,Difficult to Get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,0,Sought Friends,1,Belief,1,26,Male,Tertiary,Living Comfortably,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,1,Sought Friends,1,No Belief,1,39,Male,Tertiary,Getting By,Upper-middle Income,Fully Employed by employer,Sought Therapy
Russia,0,Sought Friends,1,No Belief,6,33,Female,Tertiary,Living Comfortably,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,0,Sought Friends,1,Belief,4,60,Female,Tertiary,Getting By,Upper-middle Income,Unemployed,Did not seek therapy
Russia,0,Sought Friends,1,Belief,1,47,Female,Secondary,Very Difficult to get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,1,Belief,1,35,Male,Tertiary,Living Comfortably,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,1,Sought Friends,1,No Belief,6,66,Female,Secondary,Difficult to Get By,Upper-middle Income,Out of Workforce,Sought Therapy
Russia,1,Did Not seek Friends,0,No Belief,4,42,Male,Secondary,Very Difficult to get By,Upper-middle Income,Unemployed,Sought Therapy
Russia,0,Sought Friends,0,No Belief,1,33,Male,Secondary,Very Difficult to get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,1,No Belief,6,69,Female,Secondary,Getting By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,0,Did Not seek Friends,1,Belief,1,43,Female,Tertiary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,0,No Belief,6,50,Female,Secondary,Difficult to Get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,0,Did Not seek Friends,0,Belief,1,52,Female,Tertiary,Very Difficult to get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,1,No Belief,3,23,Female,Secondary,Difficult to Get By,Upper-middle Income,"Employed Part Time, Content",Did not seek therapy
Russia,0,Sought Friends,1,Belief,4,59,Female,Secondary,Getting By,Upper-middle Income,Unemployed,Did not seek therapy
Russia,0,Sought Friends,1,No Belief,6,33,Female,Secondary,Living Comfortably,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,1,Did Not seek Friends,0,Belief,6,38,Female,Tertiary,Getting By,Upper-middle Income,Out of Workforce,Sought Therapy
Russia,1,Sought Friends,1,Belief,2,58,Female,Secondary,Getting By,Upper-middle Income,Self Employed,Sought Therapy
Russia,0,Sought Friends,1,Belief,1,32,Male,Tertiary,Living Comfortably,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,1,No Belief,1,25,Male,Tertiary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,1,Sought Friends,0,Belief,4,20,Female,Secondary,Living Comfortably,Upper-middle Income,Unemployed,Sought Therapy
Russia,0,Sought Friends,0,No Belief,1,43,Male,Tertiary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Did Not seek Friends,0,Belief,1,36,Male,Elementary or less,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Did Not seek Friends,1,Belief,6,79,Female,Tertiary,Getting By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,1,Did Not seek Friends,1,Belief,1,34,Female,Tertiary,Living Comfortably,Upper-middle Income,Fully Employed by employer,Sought Therapy
Russia,0,Did Not seek Friends,0,Belief,2,34,Male,Secondary,Getting By,Upper-middle Income,Self Employed,Did not seek therapy
Russia,0,Sought Friends,1,Belief,6,55,Male,Tertiary,Very Difficult to get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,0,Sought Friends,1,No Belief,1,22,Female,Secondary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,0,No Belief,6,31,Female,Secondary,Getting By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,0,Sought Friends,1,Belief,1,35,Male,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,1,Belief,1,37,Female,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Did Not seek Friends,0,Belief,1,35,Male,Tertiary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Did Not seek Friends,0,Belief,3,19,Male,Secondary,Living Comfortably,Upper-middle Income,"Employed Part Time, Content",Did not seek therapy
Russia,0,Sought Friends,1,No Belief,6,44,Female,Secondary,Very Difficult to get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,0,Sought Friends,0,Belief,1,32,Male,Tertiary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,1,Belief,1,40,Female,Tertiary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,1,No Belief,4,45,Female,Tertiary,Difficult to Get By,Upper-middle Income,Unemployed,Did not seek therapy
Russia,0,Sought Friends,1,No Belief,2,35,Male,Secondary,Difficult to Get By,Upper-middle Income,Self Employed,Did not seek therapy
Russia,0,Did Not seek Friends,1,No Belief,2,33,Male,Tertiary,Getting By,Upper-middle Income,Self Employed,Did not seek therapy
Russia,1,Sought Friends,1,No Belief,4,44,Female,Tertiary,Getting By,Upper-middle Income,Unemployed,Sought Therapy
Russia,1,Did Not seek Friends,1,Belief,2,25,Male,Tertiary,Getting By,Upper-middle Income,Self Employed,Sought Therapy
Russia,0,Did Not seek Friends,1,No Belief,2,45,Female,Tertiary,Very Difficult to get By,Upper-middle Income,Self Employed,Did not seek therapy
Russia,0,Sought Friends,0,Belief,1,26,Female,Secondary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,1,No Belief,6,58,Female,Secondary,Living Comfortably,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,0,Sought Friends,0,Belief,6,18,Male,Secondary,Difficult to Get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,0,Did Not seek Friends,0,Belief,6,24,Male,Secondary,Getting By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,1,Sought Friends,1,No Belief,2,57,Female,Tertiary,Living Comfortably,Upper-middle Income,Self Employed,Sought Therapy
Russia,1,Sought Friends,1,Belief,2,58,Male,Tertiary,Difficult to Get By,Upper-middle Income,Self Employed,Sought Therapy
Russia,1,Sought Friends,0,Belief,6,48,Male,Tertiary,Getting By,Upper-middle Income,Out of Workforce,Sought Therapy
Russia,1,Did Not seek Friends,0,Belief,6,67,Female,Tertiary,Difficult to Get By,Upper-middle Income,Out of Workforce,Sought Therapy
Russia,0,Sought Friends,1,No Belief,2,35,Male,Tertiary,Difficult to Get By,Upper-middle Income,Self Employed,Did not seek therapy
Russia,0,Sought Friends,1,Belief,4,51,Male,Secondary,Very Difficult to get By,Upper-middle Income,Unemployed,Did not seek therapy
Russia,0,Sought Friends,1,Belief,1,41,Male,Tertiary,Living Comfortably,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Did Not seek Friends,1,No Belief,5,29,Male,Secondary,Getting By,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Russia,0,Sought Friends,1,No Belief,6,33,Male,Secondary,Getting By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,1,Sought Friends,0,No Belief,1,37,Male,Tertiary,Getting By,Upper-middle Income,Fully Employed by employer,Sought Therapy
Russia,1,Sought Friends,0,No Belief,1,39,Male,Tertiary,Living Comfortably,Upper-middle Income,Fully Employed by employer,Sought Therapy
Russia,0,Did Not seek Friends,0,Belief,3,44,Male,Secondary,Very Difficult to get By,Upper-middle Income,"Employed Part Time, Content",Did not seek therapy
Russia,0,Sought Friends,0,No Belief,1,40,Male,Secondary,Very Difficult to get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,1,No Belief,1,28,Female,Tertiary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,0,Belief,6,33,Female,Tertiary,Difficult to Get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,0,Did Not seek Friends,1,Belief,1,18,Female,Secondary,Living Comfortably,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Did Not seek Friends,0,No Belief,6,45,Female,Secondary,Very Difficult to get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,0,Sought Friends,1,Belief,6,43,Female,Secondary,Very Difficult to get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,0,Sought Friends,1,No Belief,1,44,Male,Secondary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,1,Belief,1,29,Female,Tertiary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,0,Belief,1,24,Male,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,1,Belief,1,21,Female,Secondary,Living Comfortably,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Did Not seek Friends,0,No Belief,6,68,Female,Secondary,Difficult to Get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,0,Sought Friends,1,Belief,1,45,Female,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Did Not seek Friends,1,No Belief,6,59,Male,Tertiary,Difficult to Get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,1,Did Not seek Friends,1,Belief,1,39,Male,Tertiary,Living Comfortably,Upper-middle Income,Fully Employed by employer,Sought Therapy
Russia,0,Did Not seek Friends,0,Belief,6,60,Female,Secondary,Difficult to Get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,0,Did Not seek Friends,0,Belief,5,19,Female,Secondary,Getting By,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Russia,1,Sought Friends,1,No Belief,6,77,Female,Secondary,Difficult to Get By,Upper-middle Income,Out of Workforce,Sought Therapy
Russia,1,Sought Friends,1,Belief,3,19,Male,Secondary,Living Comfortably,Upper-middle Income,"Employed Part Time, Content",Sought Therapy
Russia,1,Sought Friends,0,Belief,1,45,Male,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Sought Therapy
Russia,1,Sought Friends,1,No Belief,1,34,Male,Tertiary,Getting By,Upper-middle Income,Fully Employed by employer,Sought Therapy
Russia,0,Sought Friends,1,Belief,1,20,Male,Secondary,Living Comfortably,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,1,Belief,6,66,Female,Tertiary,Difficult to Get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,0,Sought Friends,1,Belief,6,20,Male,Secondary,Getting By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,1,Sought Friends,1,No Belief,5,30,Male,Secondary,Living Comfortably,Upper-middle Income,"Employed Part Time,not content",Sought Therapy
Russia,0,Sought Friends,0,No Belief,3,18,Female,Secondary,Living Comfortably,Upper-middle Income,"Employed Part Time, Content",Did not seek therapy
Russia,0,Did Not seek Friends,1,No Belief,5,55,Female,Secondary,Very Difficult to get By,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Russia,0,Sought Friends,1,No Belief,6,35,Male,Tertiary,Getting By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,0,Sought Friends,0,No Belief,1,32,Male,Secondary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,1,Belief,3,38,Male,Secondary,Difficult to Get By,Upper-middle Income,"Employed Part Time, Content",Did not seek therapy
Russia,0,Sought Friends,0,Belief,5,23,Female,Secondary,Living Comfortably,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Russia,1,Sought Friends,1,No Belief,1,30,Male,Tertiary,Getting By,Upper-middle Income,Fully Employed by employer,Sought Therapy
Russia,0,Sought Friends,1,No Belief,3,53,Male,Secondary,Getting By,Upper-middle Income,"Employed Part Time, Content",Did not seek therapy
Russia,0,Sought Friends,1,Belief,1,38,Male,Tertiary,Living Comfortably,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,0,Sought Friends,0,No Belief,6,20,Female,Secondary,Getting By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,1,Sought Friends,1,Belief,1,30,Female,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Sought Therapy
Russia,0,Did Not seek Friends,1,Belief,6,20,Female,Secondary,Getting By,Upper-middle Income,Out of Workforce,Did not seek therapy
Russia,0,Did Not seek Friends,0,No Belief,3,35,Female,Tertiary,Living Comfortably,Upper-middle Income,"Employed Part Time, Content",Did not seek therapy
Russia,0,Sought Friends,1,Belief,5,54,Male,Secondary,Very Difficult to get By,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Russia,0,Did Not seek Friends,1,No Belief,2,49,Male,Secondary,Getting By,Upper-middle Income,Self Employed,Did not seek therapy
Russia,1,Sought Friends,1,No Belief,1,40,Female,Tertiary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Sought Therapy
Russia,1,Sought Friends,1,No Belief,6,45,Female,Tertiary,Getting By,Upper-middle Income,Out of Workforce,Sought Therapy
Russia,0,Sought Friends,0,Belief,2,46,Female,Tertiary,Getting By,Upper-middle Income,Self Employed,Did not seek therapy
Russia,0,Sought Friends,1,Belief,3,28,Female,Secondary,Getting By,Upper-middle Income,"Employed Part Time, Content",Did not seek therapy
Russia,0,Sought Friends,1,No Belief,5,52,Male,Secondary,Getting By,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Russia,0,Sought Friends,1,Belief,4,23,Female,Secondary,Living Comfortably,Upper-middle Income,Unemployed,Did not seek therapy
Russia,0,Sought Friends,1,Belief,1,30,Male,Tertiary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Russia,1,Did Not seek Friends,0,Belief,2,45,Male,Tertiary,Difficult to Get By,Upper-middle Income,Self Employed,Sought Therapy
Russia,1,Sought Friends,1,Belief,1,35,Male,Tertiary,Living Comfortably,Upper-middle Income,Fully Employed by employer,Sought Therapy
